4P/5P/6P,Audited SKUs,Banner,Channel,City,Cluster,Commune,Compliance,Compliance %,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product brand,Product category,Product division,Product market,Product sector,Province,Region,SKU,Sales area,Sales region,Sales route,Sales territory,Score,Store area,Store location,Subchannel,Trade Format
5P,7,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,5/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Hypermarket,MT
5P,5,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,5/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Hypermarket,MT
5P,9,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,6/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Hypermarket,MT
5P,7,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,6/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Hypermarket,MT
5P,5,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,6/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Hypermarket,MT
5P,9,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,7/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Hypermarket,MT
5P,7,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,7/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Hypermarket,MT
5P,5,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,7/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Hypermarket,MT
5P,9,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,8/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Hypermarket,MT
5P,7,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,8/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Hypermarket,MT
5P,5,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,8/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Hypermarket,MT
5P,9,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,9/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Hypermarket,MT
5P,7,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,9/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Hypermarket,MT
5P,5,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,9/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Hypermarket,MT
5P,9,Banner 2,Hypermarket,City 2,SEAA,Commune 2,0,0.888889,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,10/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,8,St Area 2,Loc 2,Hypermarket,MT
5P,7,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,10/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Hypermarket,MT
5P,5,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,10/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Hypermarket,MT
5P,9,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,11/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Hypermarket,MT
5P,7,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,11/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Hypermarket,MT
5P,5,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,11/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Hypermarket,MT
5P,9,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,12/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Hypermarket,MT
5P,7,Banner 2,Hypermarket,City 2,SEAA,Commune 2,0,0.857143,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,12/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,6,St Area 2,Loc 2,Hypermarket,MT
5P,5,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,12/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Hypermarket,MT
5P,9,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,1/15/2016,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Hypermarket,MT
5P,7,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,1/15/2016,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Hypermarket,MT
5P,5,Banner 2,Hypermarket,City 2,SEAA,Commune 2,0,0.8,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,1/15/2016,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,4,St Area 2,Loc 2,Hypermarket,MT
5P,9,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,2/15/2016,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Hypermarket,MT
5P,7,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,2/15/2016,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Hypermarket,MT
5P,5,Banner 2,Hypermarket,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,2/15/2016,Customer 1 ABC,Outlet 2,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Hypermarket,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,3/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,3/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,3/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,4/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,4/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,0,0.8,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,4/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,4,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,5/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,5/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,5/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,6/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,0,0.857143,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,6/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,6,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,6/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,7/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,7/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,7/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,8/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,8/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,8/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,9/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,0,0.714286,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,9/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,0,0.8,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,9/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,4,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,10/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,0,0.857143,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,10/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,6,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,0,0.8,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,10/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,4,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,11/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,11/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,11/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,12/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,12/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,0,0.8,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,12/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,4,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,1/15/2016,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,1/15/2016,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,0,0.8,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,1/15/2016,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,4,St Area 2,Loc 2,Direct Sales,MT
5P,9,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,2/15/2016,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,9,St Area 2,Loc 2,Direct Sales,MT
5P,7,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,2/15/2016,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 2,South,SKU 36,Area 2,Reg 2,Route 2,Territory 2,7,St Area 2,Loc 2,Direct Sales,MT
5P,5,Banner 20,Direct,City 2,SEAA,Commune 2,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,2/15/2016,Customer 19 ABC,Outlet 20,LSW3,LSW4,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 2,South,SKU 31,Area 2,Reg 2,Route 2,Territory 2,5,St Area 2,Loc 2,Direct Sales,MT
4P,9,Banner 19,Direct,City 1,SEAA,Commune 1,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 1,3/15/2015,Customer 19,Outlet 21,LSW1,LSW2,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,9,St Area 1,Loc 1,Direct Sales,MT
4P,7,Banner 19,Direct,City 1,SEAA,Commune 1,0,0.857143,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 1,3/15/2015,Customer 19,Outlet 21,LSW1,LSW2,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 1,North,SKU 36,Area 1,Reg 1,Route 1,Territory 1,6,St Area 1,Loc 1,Direct Sales,MT
4P,5,Banner 19,Direct,City 1,SEAA,Commune 1,0,0.8,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 1,3/15/2015,Customer 19,Outlet 21,LSW1,LSW2,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 1,North,SKU 31,Area 1,Reg 1,Route 1,Territory 1,4,St Area 1,Loc 1,Direct Sales,MT
4P,9,Banner 19,Direct,City 1,SEAA,Commune 1,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 1,4/15/2015,Customer 19,Outlet 21,LSW1,LSW2,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,9,St Area 1,Loc 1,Direct Sales,MT
4P,7,Banner 19,Direct,City 1,SEAA,Commune 1,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 1,4/15/2015,Customer 19,Outlet 21,LSW1,LSW2,MIX,Brand 17,Dressings,Foods,Market 11,Sector 19,Province 1,North,SKU 36,Area 1,Reg 1,Route 1,Territory 1,7,St Area 1,Loc 1,Direct Sales,MT
4P,5,Banner 19,Direct,City 1,SEAA,Commune 1,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 1,4/15/2015,Customer 19,Outlet 21,LSW1,LSW2,MIX,Brand 15,Oral Care,HPC,Market 9,Sector 16,Province 1,North,SKU 31,Area 1,Reg 1,Route 1,Territory 1,5,St Area 1,Loc 1,Direct Sales,MT
4P,9,Banner 19,Direct,City 1,SEAA,Commune 1,1,1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 1,5/15/2015,Customer 19,Outlet 21,LSW1,LSW2,MIX,Brand 12,Deodorants,HPC,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,9,St Area 1,Loc 1,Direct Sales,MT
