4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product category,Product division,Province,Region,SP Compliance,SP Compliant,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Audited,Trade Format
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,11/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,0,8,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,12/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,1,5,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,12/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,12/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,0,2,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,12/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),1,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,12/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,1,9,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,1/15/2016,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,1,5,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,1/15/2016,Customer 157,Outlet 157,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,1/15/2016,Customer 157,Outlet 157,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,0,2,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,1/15/2016,Customer 157,Outlet 157,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),1,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,1/15/2016,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,1,9,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,2/15/2016,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,1,5,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,2/15/2016,Customer 157,Outlet 157,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,2/15/2016,Customer 157,Outlet 157,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,2/15/2016,Customer 157,Outlet 157,LSW9,LSW10,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),1,MT
6P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,2/15/2016,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,1,9,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,3/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,3/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,1,7,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,3/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,1,5,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,4/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,4/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,1,7,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,4/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,1,5,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,5/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,5/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,1,7,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,5/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,1,5,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,6/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,6/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,1,7,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,6/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,1,5,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,7/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,7/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,1,7,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,7/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,1,5,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,8/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,8/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,1,7,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,8/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,1,5,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,9/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,9/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,1,7,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,9/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,0,4,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,10/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,10/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,0,6,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,10/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,1,5,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,11/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,11/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,1,7,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,11/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,1,5,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,12/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,12/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,0,6,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,12/15/2015,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,1,5,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,1/15/2016,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,0,8,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,1/15/2016,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,1,7,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,1/15/2016,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,0,4,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,2/15/2016,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,1,9,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),9,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,2/15/2016,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,0,6,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),7,MT
5P,Banner 158,Mass Merchandiser (non-grocery),City 6,SEAA,Commune 6,Category,Thailand,Customer 157,Local,Key Customer,DTRT 6,2/15/2016,Customer 157   ABC,Outlet 158,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,1,5,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mass Merchandiser (non-grocery),5,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,3/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,1,9,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,3/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,0,6,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),7,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,3/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,1,5,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,4/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,0,7,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,4/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,1,7,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),7,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,4/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,1,5,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,5/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,1,9,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,5/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,1,7,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),7,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,5/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,1,5,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,6/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,1,9,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,6/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,1,7,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),7,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,6/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,1,5,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,7/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,1,9,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,7/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,1,7,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),7,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,7/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,1,5,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,8/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,1,9,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,8/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,1,7,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),7,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,8/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,0,4,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,9/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,1,9,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,9/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,1,7,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),7,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,9/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,1,5,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT
4P,Banner 157,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,10/15/2015,Customer 157,Outlet 159,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,1,9,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT
