4P/5P/6P,Banner,COTC,Cabinet,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,OOS,OSA,Outlet classification,Product brand,Product category,Product division,Product market,Product sector,Province,Region,SKU,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Trade Format,VOID
6P,Banner 64,1,Cabinet 1064,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,15-05-15,Customer 64,Outlet 64,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 16,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Non-food retail,DT,0
6P,Banner 22,1,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-11-15,Customer 22,Outlet 22,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,1,Cabinet 10022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-11-15,Customer 22,Outlet 22,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 22,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-11-15,Customer 22,Outlet 22,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 22,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-11-15,Customer 22,Outlet 22,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-11-15,Customer 22,Outlet 22,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 64,1,Cabinet 1064,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,15-06-15,Customer 64,Outlet 64,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 16,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Non-food retail,DT,0
6P,Banner 64,1,Cabinet 1064,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,15-07-15,Customer 64,Outlet 64,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 16,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Non-food retail,DT,0
6P,Banner 22,0,Cabinet 10022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-12-15,Customer 22,Outlet 22,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 64,1,Cabinet 64,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,15-08-15,Customer 64,Outlet 64,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 16,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Non-food retail,DT,0
6P,Banner 22,1,Cabinet 22,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-12-15,Customer 22,Outlet 22,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,1,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-12-15,Customer 22,Outlet 22,1,0,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-12-15,Customer 22,Outlet 22,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-12-15,Customer 22,Outlet 22,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 10022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-12-15,Customer 22,Outlet 22,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 64,1,Cabinet 64,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,15-09-15,Customer 64,Outlet 64,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 16,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Non-food retail,DT,0
6P,Banner 64,1,Cabinet 64,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,15-10-15,Customer 64,Outlet 64,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 16,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Non-food retail,DT,0
6P,Banner 22,0,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-01-16,Customer 22,Outlet 22,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 64,1,Cabinet 1064,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,15-11-15,Customer 64,Outlet 64,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 16,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Non-food retail,DT,0
6P,Banner 22,1,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-01-16,Customer 22,Outlet 22,1,0,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,1,Cabinet 10022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-01-16,Customer 22,Outlet 22,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 22,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-01-16,Customer 22,Outlet 22,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 22,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-01-16,Customer 22,Outlet 22,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-01-16,Customer 22,Outlet 22,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 64,1,Cabinet 1064,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,15-12-15,Customer 64,Outlet 64,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 16,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Non-food retail,DT,0
6P,Banner 64,1,Cabinet 1064,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,15-01-16,Customer 64,Outlet 64,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 16,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Non-food retail,DT,0
6P,Banner 22,0,Cabinet 10022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-02-16,Customer 22,Outlet 22,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 64,1,Cabinet 64,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,15-02-16,Customer 64,Outlet 64,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 1,North,SKU 16,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Non-food retail,DT,0
6P,Banner 22,1,Cabinet 22,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-02-16,Customer 22,Outlet 22,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 1,North,SKU 17,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,1,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-02-16,Customer 22,Outlet 22,0,1,MIX,Brand 9,Ice Cream,Beverages & Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-02-16,Customer 22,Outlet 22,1,0,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 1022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-02-16,Customer 22,Outlet 22,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 22,0,Cabinet 10022,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,15-02-16,Customer 22,Outlet 22,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,MT,0
6P,Banner 67,1,Cabinet 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-03-15,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-04-15,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-05-15,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-06-15,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-07-15,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 10067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-08-15,Customer 67,Outlet 67,1,0,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-09-15,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-10-15,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-11-15,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-12-15,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-01-16,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 67,1,Cabinet 10067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-02-16,Customer 67,Outlet 67,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT,0
6P,Banner 70,1,Cabinet 70,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-03-15,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 70,1,Cabinet 70,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-04-15,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 70,1,Cabinet 1070,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-05-15,Customer 70,Outlet 70,0,0,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,1
6P,Banner 70,1,Cabinet 1070,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-06-15,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 70,1,Cabinet 1070,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-07-15,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 70,1,Cabinet 10070,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-08-15,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 70,1,Cabinet 70,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-09-15,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 70,1,Cabinet 70,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-10-15,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 70,1,Cabinet 1070,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-11-15,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 70,1,Cabinet 1070,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-12-15,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 70,1,Cabinet 1070,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-01-16,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 70,1,Cabinet 10070,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,15-02-16,Customer 70,Outlet 70,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Large Supermarkets,MT,0
6P,Banner 73,1,Cabinet 73,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-03-15,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 73,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-04-15,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 1073,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-05-15,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 1073,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-06-15,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 1073,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-07-15,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 10073,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-08-15,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 73,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-09-15,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 73,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-10-15,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 1073,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-11-15,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 1073,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-12-15,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 1073,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-01-16,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 73,1,Cabinet 10073,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,15-02-16,Customer 73,Outlet 73,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Small Supermarkets,MT,0
6P,Banner 76,1,Cabinet 76,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Local,Key Customer,DTRT 3,15-03-15,Customer 76,Outlet 76,1,0,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 3,East,SKU 17,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Discounters,MT,0
