4P/5P/6P,Banner,Cabinet,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Trade Format
6P,Banner 25,Cabinet 25,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-05-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 1025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-06-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 2025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-06-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 25,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-06-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 1025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-07-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 2025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-07-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 25,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-07-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 1025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-08-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 2025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-08-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 25,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-08-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 1025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-09-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 2025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-09-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 25,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-09-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 1025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-10-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 2025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-10-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 25,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-10-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 1025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-11-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 2025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-11-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 25,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-11-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 1025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-12-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 2025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-12-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 25,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-12-15,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 1025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-01-16,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 2025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-01-16,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 25,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-01-16,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 1025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-02-16,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 2025,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-02-16,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 25,Cabinet 25,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,15-02-16,Customer 25,Outlet 25,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-03-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-03-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-03-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-04-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-04-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-04-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-05-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-05-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-05-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-06-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-06-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-06-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-07-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-07-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-07-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-08-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-08-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-08-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-09-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-09-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-09-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-10-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-10-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-10-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-11-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-11-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-11-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-12-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-12-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-12-15,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-01-16,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-01-16,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-01-16,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 1004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-02-16,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 2004,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-02-16,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 4,Cabinet 4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,15-02-16,Customer 4,Outlet 4,LSW1,LSW2,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,MT
6P,Banner 67,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-03-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 2067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-03-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-03-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-04-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 2067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-04-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-04-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-05-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 2067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-05-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-05-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-06-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 2067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-06-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-06-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
6P,Banner 67,Cabinet 1067,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,15-07-15,Customer 67,Outlet 67,LSW5,LSW6,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hypermarket,MT
