4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Modified Product Category,Outlet classification,PSP Compliance,Place Compliance,Product category,Product division,Province,Region,SOS Compliance,SSP Compliance,Sales area,Sales region,Sales route,Sales territory,Secondary Customer,Store area,Store location,Store type,Subchannel,Sum of PLACE - PSP - Answer,Sum of PLACE - PSP - Question,Sum of PLACE - SSP - Answer,Sum of PLACE - SSP - Question,Sum of Total Category Length,Sum of Unilever Length,Trade Format
4P,Banner 121,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 123,LSW55,LSW66,Outlet 123,MIX,1,1,Oral Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 123,St Area 3,Loc 3,(blank),SCO Services / Companies / Offices,4,4,4,4,3,0.93,DT
6P,Banner 124,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 124,LSW55,LSW66,Outlet 124,MIX,1,1,Hair,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 124,St Area 3,Loc 3,(blank),Travel & Leisure,4,4,4,4,2,0.74,DT
6P,Banner 124,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 124,LSW55,LSW66,Outlet 124,MIX,1,1,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 124,St Area 3,Loc 3,(blank),Travel & Leisure,4,4,4,4,10,3.4,DT
4P,Banner 124,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 126,LSW55,LSW66,Outlet 126,MIX,1,1,Dressings,Foods,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 126,St Area 3,Loc 3,(blank),Travel & Leisure,4,4,4,4,6,2.1,DT
4P,Banner 124,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 126,LSW55,LSW66,Outlet 126,MIX,1,1,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 126,St Area 3,Loc 3,(blank),Travel & Leisure,4,4,4,4,5,1.6,DT
4P,Banner 124,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 126,LSW55,LSW66,Outlet 126,MIX,1,1,Oral Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 126,St Area 3,Loc 3,(blank),Travel & Leisure,4,4,4,4,3,1.14,DT
6P,Banner 127,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 127,LSW55,LSW66,Outlet 127,MIX,1,1,Hair,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 127,St Area 3,Loc 3,(blank),Institutions education / government,4,4,4,4,3,0.99,DT
6P,Banner 127,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 127,LSW55,LSW66,Outlet 127,MIX,1,1,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 127,St Area 3,Loc 3,(blank),Institutions education / government,4,4,4,4,2,0.6,DT
4P,Banner 127,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 129,LSW55,LSW66,Outlet 129,MIX,0,0,Dressings,Foods,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 129,St Area 3,Loc 3,(blank),Institutions education / government,3,4,3,4,3,0.99,DT
4P,Banner 127,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 129,LSW55,LSW66,Outlet 129,MIX,1,1,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 129,St Area 3,Loc 3,(blank),Institutions education / government,4,4,4,4,4,1.2,DT
4P,Banner 127,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 129,LSW55,LSW66,Outlet 129,MIX,1,1,Oral Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 129,St Area 3,Loc 3,(blank),Institutions education / government,4,4,4,4,6,2.22,DT
6P,Banner 130,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 130,LSW55,LSW66,Outlet 130,MIX,1,1,Hair,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 130,St Area 3,Loc 3,(blank),Non-food retail,4,4,4,4,7,2.8,DT
6P,Banner 130,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 130,LSW55,LSW66,Outlet 130,MIX,1,1,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 130,St Area 3,Loc 3,(blank),Non-food retail,4,4,4,4,8,2.48,DT
4P,Banner 130,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 132,LSW55,LSW66,Outlet 132,MIX,0,0,Dressings,Foods,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 132,St Area 3,Loc 3,(blank),Non-food retail,3,4,3,4,9,3.33,DT
4P,Banner 130,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 132,LSW55,LSW66,Outlet 132,MIX,0,0,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 132,St Area 3,Loc 3,(blank),Non-food retail,3,4,3,4,10,3.8,DT
4P,Banner 130,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 132,LSW55,LSW66,Outlet 132,MIX,0,0,Oral Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 132,St Area 3,Loc 3,(blank),Non-food retail,3,4,3,4,3,1.14,DT
6P,Banner 94,Drug,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 94,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 94,LSW55,LSW66,Outlet 94,MIX,0,0,Hair,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 94,St Area 3,Loc 3,(blank),Perfumeries and Premium Beauty,3,4,3,4,5,1.85,DT
6P,Banner 94,Drug,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 94,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 94,LSW55,LSW66,Outlet 94,MIX,1,1,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 94,St Area 3,Loc 3,(blank),Perfumeries and Premium Beauty,4,4,4,4,9,2.79,DT
4P,Banner 94,Drug,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 94,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 96,LSW55,LSW66,Outlet 96,MIX,1,1,Dressings,Foods,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 96,St Area 3,Loc 3,(blank),Perfumeries and Premium Beauty,4,4,4,4,10,3.7,DT
4P,Banner 94,Drug,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 94,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 96,LSW55,LSW66,Outlet 96,MIX,0,0,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 96,St Area 3,Loc 3,(blank),Perfumeries and Premium Beauty,2,4,2,4,4,1.52,DT
4P,Banner 94,Drug,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 94,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 96,LSW55,LSW66,Outlet 96,MIX,1,1,Oral Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 96,St Area 3,Loc 3,(blank),Perfumeries and Premium Beauty,4,4,4,4,2,0.68,DT
6P,Banner 97,Drug,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 97,LSW55,LSW66,Outlet 97,MIX,0,0,Hair,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 97,St Area 3,Loc 3,(blank),Beauty Pharmacy-Chemist,3,4,3,4,3,1.17,DT
6P,Banner 97,Drug,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 97,LSW55,LSW66,Outlet 97,MIX,1,1,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 97,St Area 3,Loc 3,(blank),Beauty Pharmacy-Chemist,4,4,4,4,9,2.7,DT
4P,Banner 97,Drug,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 99,LSW55,LSW66,Outlet 99,MIX,1,1,Dressings,Foods,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 99,St Area 3,Loc 3,(blank),Beauty Pharmacy-Chemist,4,4,4,4,6,2.22,DT
4P,Banner 97,Drug,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 99,LSW55,LSW66,Outlet 99,MIX,1,1,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 99,St Area 3,Loc 3,(blank),Beauty Pharmacy-Chemist,4,4,4,4,4,1.4,DT
4P,Banner 97,Drug,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 99,LSW55,LSW66,Outlet 99,MIX,1,1,Oral Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 99,St Area 3,Loc 3,(blank),Beauty Pharmacy-Chemist,4,4,4,4,10,3.2,DT
6P,Banner 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,3/15/2015,Customer 67,Outlet 67,LSW5,LSW6,Skin Care,MIX,0,0,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Hypermarket,2,4,2,4,5,1.55,MT
6P,Banner 70,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,3/15/2015,Customer 70,Outlet 70,LSW5,LSW6,Skin Care,MIX,0,0,Skin Care,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Large Supermarkets,3,4,3,4,4,1.48,MT
6P,Banner 73,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,3/15/2015,Customer 73,Outlet 73,LSW5,LSW6,Skin Care,MIX,1,1,Skin Care,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Small Supermarkets,4,4,4,4,8,3.2,MT
6P,Banner 76,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Local,Key Customer,DTRT 3,3/15/2015,Customer 76,Outlet 76,LSW5,LSW6,Skin Care,MIX,1,0,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Discounters,3,4,3,4,2,0.64,MT
6P,Banner 79,Club,City 3,SEAA,Commune 3,Category,Philippines,Customer 79,Global,Key Customer,DTRT 3,3/15/2015,Customer 79,Outlet 79,LSW5,LSW6,Skin Care,MIX,1,1,Skin Care,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Club,4,4,4,4,8,2.72,MT
6P,Banner 82,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 82,Others,Others,DTRT 3,3/15/2015,Customer 82,Outlet 82,LSW5,LSW6,Skin Care,MIX,1,1,Skin Care,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),E-Commerce,4,4,4,4,9,2.7,MT
6P,Banner 85,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 85,Global,Key Customer,DTRT 3,3/15/2015,Customer 85,Outlet 85,LSW5,LSW6,Skin Care,MIX,1,1,Skin Care,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Direct Sales,4,4,4,4,4,1.24,MT
6P,Banner 88,Drug,City 3,SEAA,Commune 3,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 3,3/15/2015,Customer 88,Outlet 88,LSW5,LSW6,Skin Care,MIX,0,0,Skin Care,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Mainstream Drugstores,2,4,2,4,10,3.1,MT
6P,Banner 91,MT,City 3,SEAA,Commune 3,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,3/15/2015,Customer 91,Outlet 91,LSW5,LSW6,Skin Care,MIX,1,1,Skin Care,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Mass Merchandiser (non-grocery),4,4,4,4,5,1.85,MT
6P,Banner 106,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 106,LSW55,LSW66,Outlet 106,MIX,1,1,Hair,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 106,St Area 3,Loc 3,(blank),Independent (family grocer),4,4,4,4,2,0.76,DT
6P,Banner 106,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 106,LSW55,LSW66,Outlet 106,MIX,1,1,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 106,St Area 3,Loc 3,(blank),Independent (family grocer),4,4,4,4,10,4,DT
6P,Banner 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 109,LSW55,LSW66,Outlet 109,MIX,1,1,Hair,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 109,St Area 3,Loc 3,(blank),Convenience,4,4,4,4,7,2.66,DT
6P,Banner 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,3/15/2015,(blank),Outlet 109,LSW55,LSW66,Outlet 109,MIX,1,1,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 109,St Area 3,Loc 3,(blank),Convenience,4,4,4,4,7,2.1,DT
6P,Banner 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 112,LSW55,LSW66,Outlet 112,MIX,0,0,Hair,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 112,St Area 3,Loc 3,(blank),Mobile / Vending / Kiosks,3,4,3,4,6,2.4,DT
6P,Banner 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,3/15/2015,(blank),Outlet 112,LSW55,LSW66,Outlet 112,MIX,1,1,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 112,St Area 3,Loc 3,(blank),Mobile / Vending / Kiosks,4,4,4,4,5,1.5,DT
5P,Banner 68,Hypermarket,City 4,SEAA,Commune 4,Category,Philippines,Customer 67,Global,Key Customer,DTRT 4,3/15/2015,Customer 67 ABC,Outlet 68,LSW7,LSW8,Deodorants,MIX,1,0,Deodorants,HPC,Province 4,West,0,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Hypermarket,4,4,4,4,5,1.5,MT
5P,Banner 71,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 70,Others,Others,DTRT 4,3/15/2015,Customer 70 ABC,Outlet 71,LSW7,LSW8,Deodorants,MIX,1,1,Deodorants,HPC,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Large Supermarkets,4,4,4,4,2,0.76,MT
5P,Banner 74,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 4,3/15/2015,Customer 73 ABC,Outlet 74,LSW7,LSW8,Deodorants,MIX,1,0,Deodorants,HPC,Province 4,West,0,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Small Supermarkets,4,4,4,4,8,2.72,MT
5P,Banner 77,Discounters,City 4,SEAA,Commune 4,Category,Philippines,Customer 76,Local,Key Customer,DTRT 4,3/15/2015,Customer 76  ABC,Outlet 77,LSW7,LSW8,Deodorants,MIX,1,1,Deodorants,HPC,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Discounters,4,4,4,4,6,2.34,MT
5P,Banner 80,Club,City 4,SEAA,Commune 4,Category,Philippines,Customer 79,Global,Key Customer,DTRT 4,3/15/2015,Customer 79  ABC,Outlet 80,LSW7,LSW8,Deodorants,MIX,1,0,Deodorants,HPC,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Club,3,4,3,4,3,0.96,MT
5P,Banner 83,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 82,Others,Others,DTRT 4,3/15/2015,Customer 82  ABC,Outlet 83,LSW7,LSW8,Deodorants,MIX,1,1,Deodorants,HPC,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),E-Commerce,4,4,4,4,10,3.5,MT
5P,Banner 86,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 85,Global,Key Customer,DTRT 4,3/15/2015,Customer 85  ABC,Outlet 86,LSW7,LSW8,Deodorants,MIX,1,1,Deodorants,HPC,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Direct Sales,4,4,4,4,3,0.9,MT
5P,Banner 89,Drug,City 4,SEAA,Commune 4,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 4,3/15/2015,Customer 88  ABC,Outlet 89,LSW7,LSW8,Deodorants,MIX,1,0,Deodorants,HPC,Province 4,West,1,0,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Mainstream Drugstores,3,4,3,4,10,3.8,MT
5P,Banner 92,MT,City 4,SEAA,Commune 4,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,3/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,Deodorants,MIX,1,1,Deodorants,HPC,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Mass Merchandiser (non-grocery),4,4,4,4,4,1.6,MT
5P,Banner 68,Hypermarket,City 4,SEAA,Commune 4,Category,Philippines,Customer 67,Global,Key Customer,DTRT 4,3/15/2015,Customer 67 ABC,Outlet 68,LSW7,LSW8,Dressings,MIX,0,0,Dressings,Foods,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Hypermarket,2,4,2,4,8,2.4,MT
5P,Banner 71,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 70,Others,Others,DTRT 4,3/15/2015,Customer 70 ABC,Outlet 71,LSW7,LSW8,Dressings,MIX,0,0,Dressings,Foods,Province 4,West,1,0,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Large Supermarkets,2,4,2,4,5,1.7,MT
5P,Banner 74,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 4,3/15/2015,Customer 73 ABC,Outlet 74,LSW7,LSW8,Dressings,MIX,1,1,Dressings,Foods,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Small Supermarkets,4,4,4,4,3,1.11,MT
5P,Banner 77,Discounters,City 4,SEAA,Commune 4,Category,Philippines,Customer 76,Local,Key Customer,DTRT 4,3/15/2015,Customer 76  ABC,Outlet 77,LSW7,LSW8,Dressings,MIX,1,0,Dressings,Foods,Province 4,West,1,0,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Discounters,3,4,3,4,8,2.96,MT
5P,Banner 80,Club,City 4,SEAA,Commune 4,Category,Philippines,Customer 79,Global,Key Customer,DTRT 4,3/15/2015,Customer 79  ABC,Outlet 80,LSW7,LSW8,Dressings,MIX,1,0,Dressings,Foods,Province 4,West,1,0,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Club,3,4,3,4,9,3.51,MT
5P,Banner 83,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 82,Others,Others,DTRT 4,3/15/2015,Customer 82  ABC,Outlet 83,LSW7,LSW8,Dressings,MIX,1,0,Dressings,Foods,Province 4,West,0,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),E-Commerce,4,4,4,4,4,1.44,MT
5P,Banner 86,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 85,Global,Key Customer,DTRT 4,3/15/2015,Customer 85  ABC,Outlet 86,LSW7,LSW8,Dressings,MIX,1,0,Dressings,Foods,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Direct Sales,3,4,3,4,6,2.1,MT
5P,Banner 89,Drug,City 4,SEAA,Commune 4,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 4,3/15/2015,Customer 88  ABC,Outlet 89,LSW7,LSW8,Dressings,MIX,1,0,Dressings,Foods,Province 4,West,0,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Mainstream Drugstores,4,4,4,4,3,0.96,MT
5P,Banner 92,MT,City 4,SEAA,Commune 4,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,3/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,Dressings,MIX,1,1,Dressings,Foods,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Mass Merchandiser (non-grocery),4,4,4,4,10,3.2,MT
5P,Banner 68,Hypermarket,City 4,SEAA,Commune 4,Category,Philippines,Customer 67,Global,Key Customer,DTRT 4,3/15/2015,Customer 67 ABC,Outlet 68,LSW7,LSW8,Oral Care,MIX,1,0,Oral Care,HPC,Province 4,West,1,0,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Hypermarket,3,4,3,4,4,1.6,MT
5P,Banner 71,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 70,Others,Others,DTRT 4,3/15/2015,Customer 70 ABC,Outlet 71,LSW7,LSW8,Oral Care,MIX,1,1,Oral Care,HPC,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Large Supermarkets,4,4,4,4,6,1.86,MT
5P,Banner 74,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 4,3/15/2015,Customer 73 ABC,Outlet 74,LSW7,LSW8,Oral Care,MIX,1,1,Oral Care,HPC,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Small Supermarkets,4,4,4,4,4,1.6,MT
5P,Banner 77,Discounters,City 4,SEAA,Commune 4,Category,Philippines,Customer 76,Local,Key Customer,DTRT 4,3/15/2015,Customer 76  ABC,Outlet 77,LSW7,LSW8,Oral Care,MIX,1,1,Oral Care,HPC,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Discounters,4,4,4,4,3,1.11,MT
5P,Banner 80,Club,City 4,SEAA,Commune 4,Category,Philippines,Customer 79,Global,Key Customer,DTRT 4,3/15/2015,Customer 79  ABC,Outlet 80,LSW7,LSW8,Oral Care,MIX,1,0,Oral Care,HPC,Province 4,West,1,0,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Club,3,4,3,4,8,3.12,MT
5P,Banner 83,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 82,Others,Others,DTRT 4,3/15/2015,Customer 82  ABC,Outlet 83,LSW7,LSW8,Oral Care,MIX,1,0,Oral Care,HPC,Province 4,West,0,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),E-Commerce,4,4,4,4,7,2.59,MT
5P,Banner 86,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 85,Global,Key Customer,DTRT 4,3/15/2015,Customer 85  ABC,Outlet 86,LSW7,LSW8,Oral Care,MIX,1,1,Oral Care,HPC,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Direct Sales,4,4,4,4,6,1.98,MT
5P,Banner 89,Drug,City 4,SEAA,Commune 4,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 4,3/15/2015,Customer 88  ABC,Outlet 89,LSW7,LSW8,Oral Care,MIX,0,0,Oral Care,HPC,Province 4,West,1,0,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Mainstream Drugstores,2,4,2,4,2,0.62,MT
5P,Banner 92,MT,City 4,SEAA,Commune 4,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,3/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,Oral Care,MIX,1,1,Oral Care,HPC,Province 4,West,1,1,Area 4,Reg 4,Route 4,Territory 4,(blank),St Area 4,Loc 4,(blank),Mass Merchandiser (non-grocery),4,4,4,4,4,1.4,MT
5P,Banner 101,Small / Open Markets,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,3/15/2015,(blank),Outlet 101,LSW77,LSW88,Outlet 101,MIX,0,0,Dressings,Foods,Province 4,West,0,0,Area 4,Reg 4,Route 4,Territory 4,Outlet 101,St Area 4,Loc 4,(blank),Mom & Pop,3,4,3,4,8,2.72,DT
