4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Category Length,Trade Format,Unilever Length
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,6/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,8,MT,2.96
5P,Banner 155,Drug,City 6,SEAA,Commune 6,0,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,6/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,2,MT,0.62
5P,Banner 155,Drug,City 6,SEAA,Commune 6,0,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,6/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,4,MT,1.24
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,7/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,7,MT,2.52
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,7/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,8,MT,2.88
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,7/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,5,MT,1.75
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,8/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,2,MT,0.78
5P,Banner 155,Drug,City 6,SEAA,Commune 6,0,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,8/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,7,MT,2.17
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,8/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,8,MT,3.2
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,9/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,3,MT,0.99
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,9/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,6,MT,1.98
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,9/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,3,MT,1.05
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,10/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,7,MT,2.52
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,10/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,2,MT,0.72
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,10/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,9,MT,3.6
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,11/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,4,MT,1.6
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,11/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,9,MT,3.06
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,11/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,8,MT,2.56
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,12/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,3,MT,1.2
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,12/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,2,MT,0.78
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,12/15/2015,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,5,MT,1.85
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,1/15/2016,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,6,MT,2.28
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,1/15/2016,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,10,MT,3.5
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,1/15/2016,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,10,MT,3.6
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,2/15/2016,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Deodorants,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,8,MT,2.72
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,2/15/2016,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Dressings,Foods,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,4,MT,1.28
5P,Banner 155,Drug,City 6,SEAA,Commune 6,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 6,2/15/2016,Customer 154   ABC,Outlet 155,LSW11,LSW12,MIX,Oral Care,HPC,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mainstream Drugstores,3,MT,1.08
4P,Banner 154,Drug,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,3/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,4,MT,1.24
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,3/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,6,MT,2.4
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,3/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,8,MT,2.8
4P,Banner 154,Drug,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,4/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,MT,2.1
4P,Banner 154,Drug,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,4/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,2,MT,0.6
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,4/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,5,MT,1.75
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,5/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,3,MT,0.96
4P,Banner 154,Drug,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,5/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,10,MT,3.1
4P,Banner 154,Drug,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,5/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,2,MT,0.6
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,6/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,8,MT,2.64
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,6/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,8,MT,2.8
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,6/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,9,MT,3.42
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,7/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,9,MT,3.42
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,7/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,6,MT,2.28
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,7/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,MT,2.24
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,8/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,3,MT,1.11
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,8/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,9,MT,3.15
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,8/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,5,MT,1.6
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,9/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,MT,2.45
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,9/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,8,MT,2.72
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,9/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,4,MT,1.44
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,10/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,8,MT,2.72
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,10/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,2,MT,0.72
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,10/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,4,MT,1.4
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,11/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,6,MT,2.16
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,11/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,4,MT,1.28
4P,Banner 154,Drug,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,11/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,8,MT,2.48
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,12/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,MT,2.73
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,12/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,6,MT,2.22
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,12/15/2015,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,3,MT,0.96
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,1/15/2016,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,3,MT,1.02
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,1/15/2016,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,10,MT,4
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,1/15/2016,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,3,MT,0.96
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,2/15/2016,Customer 154,Outlet 156,LSW9,LSW10,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,8,MT,2.8
4P,Banner 154,Drug,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,2/15/2016,Customer 154,Outlet 156,LSW9,LSW10,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,4,MT,1.56
4P,Banner 154,Drug,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,2/15/2016,Customer 154,Outlet 156,LSW9,LSW10,MIX,Oral Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,6,MT,1.86
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,3/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT,1.6
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,3/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT,1.02
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,4/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),10,MT,3.2
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,4/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT,1.05
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,5/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT,0.99
6P,Banner 157,MT,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,5/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),4,MT,1.24
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,6/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT,3.06
6P,Banner 157,MT,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,6/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),5,MT,1.55
6P,Banner 157,MT,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,7/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),6,MT,1.86
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,7/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),4,MT,1.48
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,8/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),2,MT,0.78
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,8/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT,1.11
6P,Banner 157,MT,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,9/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),2,MT,0.6
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,9/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),7,MT,2.31
6P,Banner 157,MT,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,10/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),10,MT,3.1
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,10/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT,0.99
6P,Banner 157,MT,City 5,SEAA,Commune 5,1,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,11/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Hair,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),3,MT,0.96
6P,Banner 157,MT,City 5,SEAA,Commune 5,0,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,11/15/2015,Customer 157,Outlet 157,LSW9,LSW10,MIX,Skin Care,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),9,MT,2.79
