4P/5P/6P,Banner,CTA Compliance,CTA Compliant,CTA Message,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Modified Product Category,Month,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Store type,Subchannel,Trade Format,Year
5P,Banner 68,1,4,4,Hypermarket,City 4,SEAA,Commune 4,Category,Philippines,Customer 67,Global,Key Customer,DTRT 4,10/15/2015,Customer 67 ABC,Outlet 68,LSW7,LSW8,Deodorants,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Hypermarket,MT,2015
5P,Banner 71,1,4,4,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 70,Others,Others,DTRT 4,10/15/2015,Customer 70 ABC,Outlet 71,LSW7,LSW8,Deodorants,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Large Supermarkets,MT,2015
5P,Banner 74,1,16,16,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 4,11/15/2015,Customer 73 ABC,Outlet 74,LSW7,LSW8,Deodorants,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Small Supermarkets,MT,2015
5P,Banner 77,0,12,16,Discounters,City 4,SEAA,Commune 4,Category,Philippines,Customer 76,Local,Key Customer,DTRT 4,11/15/2015,Customer 76  ABC,Outlet 77,LSW7,LSW8,Deodorants,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Discounters,MT,2015
5P,Banner 80,1,4,4,Club,City 4,SEAA,Commune 4,Category,Philippines,Customer 79,Global,Key Customer,DTRT 4,11/15/2015,Customer 79  ABC,Outlet 80,LSW7,LSW8,Deodorants,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Club,MT,2015
5P,Banner 83,0,3,4,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 82,Others,Others,DTRT 4,11/15/2015,Customer 82  ABC,Outlet 83,LSW7,LSW8,Deodorants,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),E-Commerce,MT,2015
5P,Banner 86,1,4,4,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 85,Global,Key Customer,DTRT 4,11/15/2015,Customer 85  ABC,Outlet 86,LSW7,LSW8,Deodorants,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Direct Sales,MT,2015
5P,Banner 89,1,4,4,Drug,City 4,SEAA,Commune 4,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 4,11/15/2015,Customer 88  ABC,Outlet 89,LSW7,LSW8,Deodorants,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mainstream Drugstores,MT,2015
5P,Banner 92,0,3,4,MT,City 4,SEAA,Commune 4,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,11/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,Deodorants,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mass Merchandiser (non-grocery),MT,2015
5P,Banner 68,0,3,4,Hypermarket,City 4,SEAA,Commune 4,Category,Philippines,Customer 67,Global,Key Customer,DTRT 4,11/15/2015,Customer 67 ABC,Outlet 68,LSW7,LSW8,Dressings,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Hypermarket,MT,2015
5P,Banner 71,1,4,4,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 70,Others,Others,DTRT 4,11/15/2015,Customer 70 ABC,Outlet 71,LSW7,LSW8,Dressings,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Large Supermarkets,MT,2015
5P,Banner 74,0,15,16,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 4,11/15/2015,Customer 73 ABC,Outlet 74,LSW7,LSW8,Dressings,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Small Supermarkets,MT,2015
5P,Banner 77,0,15,16,Discounters,City 4,SEAA,Commune 4,Category,Philippines,Customer 76,Local,Key Customer,DTRT 4,11/15/2015,Customer 76  ABC,Outlet 77,LSW7,LSW8,Dressings,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Discounters,MT,2015
5P,Banner 80,1,4,4,Club,City 4,SEAA,Commune 4,Category,Philippines,Customer 79,Global,Key Customer,DTRT 4,11/15/2015,Customer 79  ABC,Outlet 80,LSW7,LSW8,Dressings,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Club,MT,2015
5P,Banner 83,1,4,4,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 82,Others,Others,DTRT 4,12/15/2015,Customer 82  ABC,Outlet 83,LSW7,LSW8,Dressings,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),E-Commerce,MT,2015
5P,Banner 86,1,4,4,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 85,Global,Key Customer,DTRT 4,12/15/2015,Customer 85  ABC,Outlet 86,LSW7,LSW8,Dressings,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Direct Sales,MT,2015
5P,Banner 89,0,3,4,Drug,City 4,SEAA,Commune 4,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 4,12/15/2015,Customer 88  ABC,Outlet 89,LSW7,LSW8,Dressings,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mainstream Drugstores,MT,2015
5P,Banner 92,1,4,4,MT,City 4,SEAA,Commune 4,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,12/15/2015,Customer 91  ABC,Outlet 92,LSW7,LSW8,Dressings,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mass Merchandiser (non-grocery),MT,2015
5P,Banner 68,0,3,4,Hypermarket,City 4,SEAA,Commune 4,Category,Philippines,Customer 67,Global,Key Customer,DTRT 4,12/15/2015,Customer 67 ABC,Outlet 68,LSW7,LSW8,Oral Care,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Hypermarket,MT,2015
5P,Banner 71,1,4,4,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 70,Others,Others,DTRT 4,12/15/2015,Customer 70 ABC,Outlet 71,LSW7,LSW8,Oral Care,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Large Supermarkets,MT,2015
5P,Banner 74,0,15,16,Supermarkets,City 4,SEAA,Commune 4,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 4,12/15/2015,Customer 73 ABC,Outlet 74,LSW7,LSW8,Oral Care,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Small Supermarkets,MT,2015
5P,Banner 77,0,14,16,Discounters,City 4,SEAA,Commune 4,Category,Philippines,Customer 76,Local,Key Customer,DTRT 4,12/15/2015,Customer 76  ABC,Outlet 77,LSW7,LSW8,Oral Care,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Discounters,MT,2015
5P,Banner 80,1,4,4,Club,City 4,SEAA,Commune 4,Category,Philippines,Customer 79,Global,Key Customer,DTRT 4,12/15/2015,Customer 79  ABC,Outlet 80,LSW7,LSW8,Oral Care,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Club,MT,2015
5P,Banner 83,1,4,4,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 82,Others,Others,DTRT 4,12/15/2015,Customer 82  ABC,Outlet 83,LSW7,LSW8,Oral Care,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),E-Commerce,MT,2015
5P,Banner 86,1,4,4,Direct,City 4,SEAA,Commune 4,Category,Philippines,Customer 85,Global,Key Customer,DTRT 4,12/15/2015,Customer 85  ABC,Outlet 86,LSW7,LSW8,Oral Care,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Direct Sales,MT,2015
5P,Banner 89,1,4,4,Drug,City 4,SEAA,Commune 4,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 4,12/15/2015,Customer 88  ABC,Outlet 89,LSW7,LSW8,Oral Care,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mainstream Drugstores,MT,2015
5P,Banner 92,1,4,4,MT,City 4,SEAA,Commune 4,Category,Philippines,Customer 91,Local,Key Customer,DTRT 4,1/15/2016,Customer 91  ABC,Outlet 92,LSW7,LSW8,Oral Care,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mass Merchandiser (non-grocery),MT,2015
5P,Banner 101,1,4,4,Small / Open Markets,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,1/15/2016,(blank),Outlet 101,LSW77,LSW88,Outlet 101,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mom & Pop,DT,2015
5P,Banner 101,1,4,4,Small / Open Markets,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,1/15/2016,(blank),Outlet 101,LSW77,LSW88,Outlet 101,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mom & Pop,DT,2015
5P,Banner 101,1,4,4,Small / Open Markets,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 100,Others,Others,DTRT 4,1/15/2016,(blank),Outlet 101,LSW77,LSW88,Outlet 101,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mom & Pop,DT,2015
5P,Banner 104,1,4,4,Small / Open Markets,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 4,1/15/2016,(blank),Outlet 104,LSW77,LSW88,Outlet 104,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Market Stalls,DT,2015
5P,Banner 104,0,3,4,Small / Open Markets,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 4,1/15/2016,(blank),Outlet 104,LSW77,LSW88,Outlet 104,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Market Stalls,DT,2015
5P,Banner 104,1,4,4,Small / Open Markets,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 4,1/15/2016,(blank),Outlet 104,LSW77,LSW88,Outlet 104,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Market Stalls,DT,2015
5P,Banner 107,1,4,4,Independent (family grocer),City 4,SEAA,Commune 4,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 4,1/15/2016,(blank),Outlet 107,LSW77,LSW88,Outlet 107,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Independent (family grocer),DT,2015
5P,Banner 107,0,3,4,Independent (family grocer),City 4,SEAA,Commune 4,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 4,1/15/2016,(blank),Outlet 107,LSW77,LSW88,Outlet 107,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Independent (family grocer),DT,2015
5P,Banner 107,0,3,4,Independent (family grocer),City 4,SEAA,Commune 4,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 4,1/15/2016,(blank),Outlet 107,LSW77,LSW88,Outlet 107,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Independent (family grocer),DT,2015
5P,Banner 110,0,2,4,Convenience,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 4,1/15/2016,(blank),Outlet 110,LSW77,LSW88,Outlet 110,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Convenience,DT,2015
5P,Banner 110,1,4,4,Convenience,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 4,1/15/2016,(blank),Outlet 110,LSW77,LSW88,Outlet 110,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Convenience,DT,2015
5P,Banner 110,1,4,4,Convenience,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 4,2/15/2016,(blank),Outlet 110,LSW77,LSW88,Outlet 110,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Convenience,DT,2015
5P,Banner 113,0,3,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 112,Others,Others,DTRT 4,2/15/2016,(blank),Outlet 113,LSW77,LSW88,Outlet 113,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mobile / Vending / Kiosks,DT,2015
5P,Banner 113,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 112,Others,Others,DTRT 4,2/15/2016,(blank),Outlet 113,LSW77,LSW88,Outlet 113,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mobile / Vending / Kiosks,DT,2015
5P,Banner 113,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 112,Others,Others,DTRT 4,2/15/2016,(blank),Outlet 113,LSW77,LSW88,Outlet 113,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Mobile / Vending / Kiosks,DT,2015
5P,Banner 116,0,3,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 115,Global,Key Customer,DTRT 4,2/15/2016,(blank),Outlet 116,LSW77,LSW88,Outlet 116,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Hotels / Restaurants,DT,2015
5P,Banner 116,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 115,Global,Key Customer,DTRT 4,2/15/2016,(blank),Outlet 116,LSW77,LSW88,Outlet 116,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Hotels / Restaurants,DT,2015
5P,Banner 116,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 115,Global,Key Customer,DTRT 4,2/15/2016,(blank),Outlet 116,LSW77,LSW88,Outlet 116,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Hotels / Restaurants,DT,2015
5P,Banner 119,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 118,Regional,Key Customer,DTRT 4,2/15/2016,(blank),Outlet 119,LSW77,LSW88,Outlet 119,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Cafes / Snack Bars / Bars,DT,2015
5P,Banner 119,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 118,Regional,Key Customer,DTRT 4,2/15/2016,(blank),Outlet 119,LSW77,LSW88,Outlet 119,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Cafes / Snack Bars / Bars,DT,2015
5P,Banner 119,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 118,Regional,Key Customer,DTRT 4,2/15/2016,(blank),Outlet 119,LSW77,LSW88,Outlet 119,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Cafes / Snack Bars / Bars,DT,2015
5P,Banner 122,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 4,2/15/2016,(blank),Outlet 122,LSW77,LSW88,Outlet 122,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),SCO Services / Companies / Offices,DT,2015
5P,Banner 122,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 4,2/15/2016,(blank),Outlet 122,LSW77,LSW88,Outlet 122,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),SCO Services / Companies / Offices,DT,2015
5P,Banner 122,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 4,3/15/2015,(blank),Outlet 122,LSW77,LSW88,Outlet 122,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),SCO Services / Companies / Offices,DT,2015
5P,Banner 125,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 124,Others,Others,DTRT 4,3/15/2015,(blank),Outlet 125,LSW77,LSW88,Outlet 125,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Travel & Leisure,DT,2015
5P,Banner 125,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 124,Others,Others,DTRT 4,3/15/2015,(blank),Outlet 125,LSW77,LSW88,Outlet 125,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Travel & Leisure,DT,2015
5P,Banner 125,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 124,Others,Others,DTRT 4,3/15/2015,(blank),Outlet 125,LSW77,LSW88,Outlet 125,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Travel & Leisure,DT,2015
5P,Banner 128,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 4,3/15/2015,(blank),Outlet 128,LSW77,LSW88,Outlet 128,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Institutions education / government,DT,2015
5P,Banner 128,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 4,3/15/2015,(blank),Outlet 128,LSW77,LSW88,Outlet 128,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Institutions education / government,DT,2015
5P,Banner 128,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 4,3/15/2015,(blank),Outlet 128,LSW77,LSW88,Outlet 128,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Institutions education / government,DT,2015
5P,Banner 131,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 4,3/15/2015,(blank),Outlet 131,LSW77,LSW88,Outlet 131,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Non-food retail,DT,2015
5P,Banner 131,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 4,3/15/2015,(blank),Outlet 131,LSW77,LSW88,Outlet 131,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Non-food retail,DT,2015
5P,Banner 131,1,4,4,On Premise / Impulse,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 4,3/15/2015,(blank),Outlet 131,LSW77,LSW88,Outlet 131,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Non-food retail,DT,2015
5P,Banner 95,1,4,4,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 94,Others,Others,DTRT 4,3/15/2015,(blank),Outlet 95,LSW77,LSW88,Outlet 95,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Perfumeries and Premium Beauty,DT,2015
5P,Banner 95,0,3,4,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 94,Others,Others,DTRT 4,3/15/2015,(blank),Outlet 95,LSW77,LSW88,Outlet 95,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Perfumeries and Premium Beauty,DT,2015
5P,Banner 95,1,4,4,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 94,Others,Others,DTRT 4,4/15/2015,(blank),Outlet 95,LSW77,LSW88,Outlet 95,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Perfumeries and Premium Beauty,DT,2015
5P,Banner 98,1,4,4,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 4,4/15/2015,(blank),Outlet 98,LSW77,LSW88,Outlet 98,5,MIX,Dressings,Foods,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Beauty Pharmacy-Chemist,DT,2015
5P,Banner 98,1,4,4,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 4,4/15/2015,(blank),Outlet 98,LSW77,LSW88,Outlet 98,5,MIX,Deodorants,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Beauty Pharmacy-Chemist,DT,2015
5P,Banner 98,1,4,4,Drug,City 4,SEAA,Commune 4,Outlet,Philippines,Customer 97,Regional,Key Customer,DTRT 4,4/15/2015,(blank),Outlet 98,LSW77,LSW88,Outlet 98,5,MIX,Oral Care,HPC,Province 4,West,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,(blank),Beauty Pharmacy-Chemist,DT,2015
4P,Banner 133,0,3,4,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,4/15/2015,Customer 133,Outlet 135,LSW9,LSW10,Deodorants,5,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,(blank),Hypermarket,MT,2015
4P,Banner 136,1,4,4,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,Others,DTRT 5,4/15/2015,Customer 136,Outlet 138,LSW9,LSW10,Deodorants,5,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,(blank),Large Supermarkets,MT,2015
4P,Banner 139,1,4,4,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 139,Regional,Key Customer,DTRT 5,4/15/2015,Customer 139,Outlet 141,LSW9,LSW10,Deodorants,5,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,(blank),Small Supermarkets,MT,2015
4P,Banner 142,1,4,4,Discounters,City 5,SEAA,Commune 5,Category,Thailand,Customer 142,Local,Key Customer,DTRT 5,4/15/2015,Customer 142,Outlet 144,LSW9,LSW10,Deodorants,5,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,(blank),Discounters,MT,2015
4P,Banner 145,1,4,4,Club,City 5,SEAA,Commune 5,Category,Thailand,Customer 145,Global,Key Customer,DTRT 5,4/15/2015,Customer 145,Outlet 147,LSW9,LSW10,Deodorants,5,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,(blank),Club,MT,2015
4P,Banner 148,1,4,4,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 148,Others,Others,DTRT 5,4/15/2015,Customer 148,Outlet 150,LSW9,LSW10,Deodorants,5,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,(blank),E-Commerce,MT,2015
4P,Banner 151,0,3,4,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 151,Global,Key Customer,DTRT 5,4/15/2015,Customer 151,Outlet 153,LSW9,LSW10,Deodorants,5,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,(blank),Direct Sales,MT,2015
4P,Banner 154,1,4,4,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Regional,Key Customer,DTRT 5,4/15/2015,Customer 154,Outlet 156,LSW9,LSW10,Deodorants,5,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,(blank),Mainstream Drugstores,MT,2015
4P,Banner 157,0,3,4,MT,City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Local,Key Customer,DTRT 5,5/15/2015,Customer 157,Outlet 159,LSW9,LSW10,Deodorants,5,MIX,Deodorants,HPC,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,(blank),Mass Merchandiser (non-grocery),MT,2015
4P,Banner 133,1,4,4,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Global,Key Customer,DTRT 5,5/15/2015,Customer 133,Outlet 135,LSW9,LSW10,Dressings,5,MIX,Dressings,Foods,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,(blank),Hypermarket,MT,2015
