4P/5P/6P,Average of Cabinet Fill,Banner,CC Answer,CC Audited,CTA Compliance,CTA UL,CTA expected,Cabinet Care Compliance,Cabinet Fill Compliance,Cabinet Type Audited,Cabinet Type Compliance,Cabinet Type in UL,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Location Audited,Location Compliance,Location in UL,Outlet classification,POS Kits Compliance,POS Kits available,POS Kits expected,PS Compliance,PV Compliance,Pack Compliance,Place Compliance,Planogram Compliance,Planogram Guideline UL,Planogram Guidelines Audited,Price Compliance,Product Compliance,Product category,Product division,Promo Compliance,Proposition Compliance,Province,Region,SOC Compliance,SOC/Cabinet Fill Compliance,SP Compliance,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Sum of NPD Audited,Sum of NPD Count,Sum of OOS Count,Sum of OSA Audited,Sum of OSA Count,Sum of PV Audited,Sum of PV Count,Sum of Promo Audited,Sum of Promo Count,Sum of SOC Audited,Sum of SOC UL,Sum of SP Audited,Sum of SP Count,Sum of Void Count,Trade Format
6P,0.563333,Banner 130,18,21,1,12,12,1,1,3,1,3,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Key Customer,DTRT 3,3/15/2015,Customer 130,Outlet 130,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,7,7,0,7,7,5,5,7,7,19,10,7,7,0,DT
6P,0.593333,Banner 130,18,21,1,12,12,1,1,3,1,3,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Key Customer,DTRT 3,4/15/2015,Customer 130,Outlet 130,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,0,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,7,7,0,7,7,5,5,7,7,21,10,7,7,0,DT
6P,0.833333,Banner 130,18,21,1,12,12,1,1,1,1,1,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Key Customer,DTRT 3,5/15/2015,Customer 130,Outlet 130,LSW 3,LSW 4,1,1,1,MIX,1,9,9,0,1,1,1,1,12,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,7,7,2,7,5,5,5,7,7,19,12,7,7,0,DT
4P,0.64,Banner 145,18,21,1,12,12,1,1,3,1,3,Club,City 5,SEAA,Commune 5,Category,Thailand,Customer 145,Key Customer,DTRT 5,12/15/2015,Customer 145,Outlet 145,LSW 5,LSW 6,2,1,2,MIX,0,8,9,0,1,1,1,1,11,12,1,1,Ice Cream,Beverages & Refreshments,1,0,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Club,7,7,1,7,6,5,5,7,7,19,10,7,7,0,MT
5P,0.716667,Banner 151,18,21,1,12,12,1,1,3,1,3,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 151,Key Customer,DTRT 5,12/15/2015,Customer 151,Outlet 151,LSW 5,LSW 6,2,1,2,MIX,1,9,9,0,1,1,1,1,11,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Direct Sales,7,7,3,7,4,5,5,7,7,19,15,7,7,0,MT
5P,0.42,Banner 148,18,21,1,12,12,1,0,3,1,3,Direct,City 5,SEAA,Commune 5,Category,Thailand,Customer 148,Others,DTRT 5,12/15/2015,Customer 148,Outlet 148,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,E-Commerce,7,7,0,7,7,5,5,7,7,16,11,7,7,0,MT
4P,0.603333,Banner 142,18,21,1,12,12,1,1,2,1,2,Discounters,City 5,SEAA,Commune 5,Category,Thailand,Customer 142,Key Customer,DTRT 5,12/15/2015,Customer 142,Outlet 142,LSW 5,LSW 6,1,0,0,MIX,0,7,9,0,1,1,0,1,11,12,1,0,Ice Cream,Beverages & Refreshments,1,0,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Discounters,7,7,4,7,3,5,5,7,7,20,10,7,7,0,MT
6P,0.763333,Banner 154,17,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Category,Thailand,Customer 154,Key Customer,DTRT 5,12/15/2015,Customer 154,Outlet 154,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,0,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mainstream Drugstores,7,7,0,7,7,5,5,7,7,21,10,7,7,0,MT
5P,0.63,Banner 133,18,21,1,12,12,1,1,3,1,3,Hypermarket,City 5,SEAA,Commune 5,Category,Thailand,Customer 133,Key Customer,DTRT 5,12/15/2015,Customer 133,Outlet 133,LSW 5,LSW 6,3,1,3,MIX,0,8,9,0,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,0,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hypermarket,7,7,0,7,7,5,5,7,7,20,10,7,7,0,MT
6P,0.683333,Banner 157,18,21,1,12,12,1,1,3,1,3,Mass Merchandiser (non-grocery),City 5,SEAA,Commune 5,Category,Thailand,Customer 157,Key Customer,DTRT 5,12/15/2015,Customer 157,Outlet 157,LSW 5,LSW 6,1,1,1,MIX,1,9,9,0,1,0,1,1,10,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,0,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mass Merchandiser (non-grocery),7,6,0,7,7,5,5,7,7,19,15,7,6,0,MT
6P,0.623333,Banner 136,18,21,1,12,12,1,1,3,1,3,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 136,Others,DTRT 5,12/15/2015,Customer 136,Outlet 136,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,11,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Large Supermarkets,7,7,0,7,7,5,5,7,7,17,10,7,7,0,MT
6P,0.57,Banner 139,18,21,1,12,12,1,1,3,1,3,Supermarkets,City 5,SEAA,Commune 5,Category,Thailand,Customer 139,Key Customer,DTRT 5,12/15/2015,Customer 139,Outlet 139,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Small Supermarkets,7,7,0,7,7,5,5,7,7,18,15,7,7,0,MT
6P,0.83,Banner 130,18,21,0,8,12,1,1,3,1,3,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Key Customer,DTRT 3,6/15/2015,Customer 130,Outlet 130,LSW 3,LSW 4,3,1,3,MIX,0,7,9,0,1,0,1,1,12,12,0,1,Ice Cream,Beverages & Refreshments,0,0,Province 3,East,1,1,0,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,7,6,0,7,7,5,5,7,6,18,13,7,6,0,DT
6P,0.473333,Banner 130,18,21,1,12,12,1,0,2,1,2,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Key Customer,DTRT 3,7/15/2015,Customer 130,Outlet 130,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,7,7,0,7,6,5,5,7,7,19,11,7,7,1,DT
6P,0.946667,Banner 130,18,21,1,12,12,1,1,2,1,2,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Key Customer,DTRT 3,8/15/2015,Customer 130,Outlet 130,LSW 3,LSW 4,2,1,2,MIX,1,9,9,0,1,1,1,1,12,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,7,7,2,7,5,5,5,7,7,18,15,7,7,0,DT
6P,0.596667,Banner 130,18,21,1,12,12,1,1,2,1,2,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Key Customer,DTRT 3,9/15/2015,Customer 130,Outlet 130,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,0,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,7,7,1,7,6,5,5,7,7,23,11,7,7,0,DT
4P,0.816667,Banner 160,18,21,1,12,12,1,1,2,1,2,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,10/15/2015,Customer 160,Outlet 160,LSW 5,LSW 6,3,1,3,MIX,1,9,9,0,1,0,1,1,12,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,0,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,6,1,7,6,5,5,7,7,19,10,7,6,0,DT
4P,0.423333,Banner 160,18,21,1,12,12,1,0,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,11/15/2015,Customer 160,Outlet 160,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,7,0,7,7,5,5,7,7,20,11,7,7,0,DT
4P,0.84,Banner 160,18,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,12/15/2015,Customer 160,Outlet 160,LSW 5,LSW 6,1,1,1,MIX,1,9,9,0,1,1,1,1,12,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,7,2,7,5,5,5,7,7,18,15,7,7,0,DT
4P,0.76,Banner 160,17,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,2/15/2016,Customer 160,Outlet 160,LSW 5,LSW 6,2,1,2,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,7,0,7,6,5,5,7,7,17,15,7,7,1,DT
4P,0.75,Banner 160,18,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,3/15/2015,Customer 160,Outlet 160,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,7,0,7,7,5,5,7,7,21,15,7,7,0,DT
4P,0.53,Banner 160,18,21,1,12,12,1,1,1,1,1,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,4/15/2015,Customer 160,Outlet 160,LSW 5,LSW 6,3,1,3,MIX,1,9,9,0,1,0,1,1,12,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,0,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,6,0,7,7,5,5,7,7,22,15,7,6,0,DT
4P,0.663333,Banner 160,17,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,5/15/2015,Customer 160,Outlet 160,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,7,1,7,6,5,5,7,7,17,12,7,7,0,DT
4P,0.736667,Banner 160,18,21,1,12,12,1,1,2,1,2,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,6/15/2015,Customer 160,Outlet 160,LSW 5,LSW 6,2,1,2,MIX,1,9,9,0,1,0,1,1,12,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,0,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,6,0,7,7,5,5,7,7,17,11,7,6,0,DT
4P,0.463333,Banner 160,18,21,1,12,12,1,0,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,7/15/2015,Customer 160,Outlet 160,LSW 5,LSW 6,3,1,3,MIX,1,9,9,0,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,0,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,7,1,7,6,5,5,7,6,18,10,7,7,0,DT
5P,0.636667,Banner 13,18,21,1,12,12,1,1,2,1,2,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Key Customer,DTRT 1,2/15/2016,Customer 13,Outlet 13,LSW 1,LSW 2,2,1,2,MIX,1,9,9,0,0,1,1,1,10,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Club,7,7,0,7,7,7,6,7,7,20,13,7,7,0,MT
4P,0.513333,Banner 19,18,21,1,12,12,1,1,3,1,3,Direct,City 1,SEAA,Commune 1,Category,Indonesia,Customer 19,Key Customer,DTRT 1,2/15/2016,Customer 19,Outlet 19,LSW 1,LSW 2,1,1,1,MIX,1,9,9,0,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,0,1,Province 1,North,0,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Direct Sales,7,7,1,7,6,7,7,7,6,21,10,7,7,0,MT
4P,0.66,Banner 16,18,21,1,12,12,1,1,3,1,3,Direct,City 1,SEAA,Commune 1,Category,Indonesia,Customer 16,Others,DTRT 1,2/15/2016,Customer 16,Outlet 16,LSW 1,LSW 2,1,1,1,MIX,1,9,9,0,1,0,1,1,11,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,0,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,E-Commerce,7,6,0,7,7,7,7,7,7,17,10,7,6,0,MT
4P,0.796667,Banner 10,18,21,1,12,12,1,1,3,1,3,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Key Customer,DTRT 1,2/15/2016,Customer 10,Outlet 10,LSW 1,LSW 2,3,1,3,MIX,1,9,9,1,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Discounters,7,7,0,7,7,9,9,7,7,19,11,7,7,0,MT
5P,0.53,Banner 22,18,21,1,12,12,1,1,2,1,2,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Key Customer,DTRT 1,2/15/2016,Customer 22,Outlet 22,LSW 1,LSW 2,2,1,2,MIX,1,9,9,0,0,1,1,1,10,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mainstream Drugstores,7,7,1,7,6,9,8,7,7,16,10,7,7,0,MT
4P,0.77,Banner 1,18,21,1,12,12,1,1,3,1,3,Hypermarket,City 1,SEAA,Commune 1,Category,Indonesia,Customer 1,Key Customer,DTRT 1,2/15/2016,Customer 1,Outlet 1,LSW 1,LSW 2,3,1,3,MIX,1,9,9,1,1,1,1,1,8,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hypermarket,7,7,0,7,7,9,9,7,7,18,13,7,7,0,MT
5P,0.906667,Banner 25,18,21,1,12,12,1,1,3,1,3,Mass Merchandiser (non-grocery),City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Key Customer,DTRT 1,2/15/2016,Customer 25,Outlet 25,LSW 1,LSW 2,3,1,3,MIX,1,9,9,1,1,1,1,1,11,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mass Merchandiser (non-grocery),7,7,0,7,7,9,9,7,7,20,11,7,7,0,MT
6P,0.6,Banner 4,18,21,1,12,12,1,1,3,1,3,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,DTRT 1,2/15/2016,Customer 4,Outlet 4,LSW 1,LSW 2,3,1,3,MIX,1,9,9,1,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Large Supermarkets,7,7,0,7,7,9,9,7,7,19,15,7,7,0,MT
4P,0.606667,Banner 7,18,21,1,12,12,1,1,3,1,3,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 7,Key Customer,DTRT 1,2/15/2016,Customer 7,Outlet 7,LSW 1,LSW 2,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 1,North,1,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Small Supermarkets,7,7,0,7,7,9,9,7,7,20,10,7,7,0,MT
4P,0.613333,Banner 160,18,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,8/15/2015,Customer 160,Outlet 160,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,7,0,7,7,5,5,7,7,20,11,7,7,0,DT
4P,0.416667,Banner 160,18,21,1,12,12,1,0,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 160,Others,DTRT 5,9/15/2015,Customer 160,Outlet 160,LSW 5,LSW 6,1,1,1,MIX,1,9,9,0,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,0,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Perfumeries and Premium Beauty,7,7,1,7,6,5,5,7,6,18,10,7,7,0,DT
6P,0.596667,Banner 163,18,21,1,12,12,1,1,2,1,2,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,10/15/2015,Customer 163,Outlet 163,LSW 5,LSW 6,3,1,3,MIX,1,9,9,0,1,1,1,1,12,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,7,2,7,5,5,5,7,7,19,10,7,7,0,DT
6P,0.853333,Banner 163,18,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,11/15/2015,Customer 163,Outlet 163,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,7,0,7,7,5,5,7,7,18,10,7,7,0,DT
6P,0.746667,Banner 163,17,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,12/15/2015,Customer 163,Outlet 163,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,0,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,7,1,7,6,5,5,7,7,21,10,7,7,0,DT
6P,0.923333,Banner 163,18,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,2/15/2016,Customer 163,Outlet 163,LSW 5,LSW 6,2,1,2,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,7,1,7,6,5,5,7,7,22,11,7,7,0,DT
6P,0.59,Banner 163,18,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,3/15/2015,Customer 163,Outlet 163,LSW 5,LSW 6,2,1,2,MIX,1,9,9,0,1,1,1,1,12,12,1,0,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,0,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,7,1,7,5,5,5,7,7,21,10,7,7,1,DT
6P,0.666667,Banner 163,18,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,4/15/2015,Customer 163,Outlet 163,LSW 5,LSW 6,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,7,0,7,7,5,5,7,7,18,15,7,7,0,DT
6P,0.703333,Banner 163,18,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,5/15/2015,Customer 163,Outlet 163,LSW 5,LSW 6,3,1,3,MIX,1,9,9,0,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,0,1,Province 5,Central,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,7,0,7,7,5,5,7,6,16,11,7,7,0,DT
6P,0.65,Banner 163,18,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,6/15/2015,Customer 163,Outlet 163,LSW 5,LSW 6,3,1,3,MIX,1,9,9,0,1,0,1,1,12,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,0,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,6,0,7,6,5,5,7,7,21,15,7,6,1,DT
6P,0.776667,Banner 163,18,21,1,12,12,1,1,2,1,2,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,7/15/2015,Customer 163,Outlet 163,LSW 5,LSW 6,2,1,2,MIX,1,9,9,0,1,0,1,1,12,12,0,1,Ice Cream,Beverages & Refreshments,1,1,Province 5,Central,1,1,0,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,6,0,7,7,5,5,7,7,17,12,7,6,0,DT
6P,0.643333,Banner 163,17,21,1,12,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,8/15/2015,Customer 163,Outlet 163,LSW 5,LSW 6,3,1,3,MIX,1,9,9,0,1,0,1,1,12,12,0,1,Ice Cream,Beverages & Refreshments,0,1,Province 5,Central,1,1,0,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,5,0,7,7,5,5,7,6,18,10,7,5,0,DT
6P,0.66,Banner 163,18,21,0,5,12,1,1,3,1,3,Drug,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 163,Key Customer,DTRT 5,9/15/2015,Customer 163,Outlet 163,LSW 5,LSW 6,3,1,3,MIX,1,9,9,0,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,0,Province 5,Central,0,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Beauty Pharmacy-Chemist,7,7,0,7,7,5,5,7,7,23,11,7,7,0,DT
6P,0.81,Banner 79,18,21,1,12,12,1,1,1,1,1,Club,City 3,SEAA,Commune 3,Category,Philippines,Customer 79,Key Customer,DTRT 3,2/15/2016,Customer 79,Outlet 79,LSW 3,LSW 4,1,1,1,MIX,1,9,9,0,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,0,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Club,7,7,1,7,6,9,9,7,6,18,15,7,7,0,MT
4P,0.64,Banner 85,18,21,1,12,12,1,1,3,1,3,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 85,Key Customer,DTRT 3,2/15/2016,Customer 85,Outlet 85,LSW 3,LSW 4,3,1,3,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Direct Sales,7,7,0,7,7,9,9,7,7,18,11,7,7,0,MT
6P,0.64,Banner 82,18,21,1,12,12,1,1,3,1,3,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 82,Others,DTRT 3,2/15/2016,Customer 82,Outlet 82,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,12,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,E-Commerce,7,7,1,7,6,9,9,7,7,19,11,7,7,0,MT
5P,0.736667,Banner 76,18,21,1,12,12,1,1,3,1,3,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Key Customer,DTRT 3,2/15/2016,Customer 76,Outlet 76,LSW 3,LSW 4,2,1,2,MIX,1,9,9,1,1,1,1,1,10,12,1,1,Ice Cream,Beverages & Refreshments,1,1,Province 3,East,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Discounters,7,7,1,7,6,9,9,7,7,20,12,7,7,0,MT
